Model,Threshold Selection,Repeat,Fold,Prevalence,Recall,Specificity,False Positive Rate,Expected TP per 1M URLs,Expected FP per 1M URLs,Expected FN per 1M URLs,Expected TN per 1M URLs,Expected Alerts per 1M URLs,Projected Precision
XGBoost — Full 16 Features,Default threshold,3,2,0.5,0.9807938540332907,0.14563106796116504,0.854368932038835,490396.9270166453,427184.4660194175,9603.072983354667,72815.53398058252,917581.3930360628,0.5344451519380055
XGBoost — Full 16 Features,Default threshold,3,2,0.1,0.9807938540332907,0.14563106796116504,0.854368932038835,98079.38540332907,768932.0388349515,1920.6145966709332,131067.96116504853,867011.4242382805,0.11312352139938348
XGBoost — Full 16 Features,Default threshold,3,2,0.05,0.9807938540332907,0.14563106796116504,0.854368932038835,49039.692701664535,811650.4854368933,960.3072983354666,138349.5145631068,860690.1781385578,0.05697717244516981
XGBoost — Full 16 Features,Default threshold,3,2,0.01,0.9807938540332907,0.14563106796116504,0.854368932038835,9807.938540332907,845825.2427184467,192.06145966709332,144174.75728155338,855633.1812587796,0.011462784234131487
XGBoost — Full 16 Features,Default threshold,3,2,0.005,0.9807938540332907,0.14563106796116504,0.854368932038835,4903.9692701664535,850097.0873786409,96.03072983354666,144902.91262135922,855001.0566488074,0.005735629484936139
XGBoost — Full 16 Features,Default threshold,3,2,0.001,0.9807938540332907,0.14563106796116504,0.854368932038835,980.7938540332907,853514.5631067962,19.206145966709332,145485.43689320388,854495.3569608296,0.0011478047786259073
XGBoost — Full 16 Features,Validation-selected threshold,3,2,0.5,0.7836107554417413,0.7475728155339806,0.2524271844660194,391805.37772087066,126213.59223300971,108194.62227912935,373786.4077669903,518018.96995388035,0.7563533392527177
XGBoost — Full 16 Features,Validation-selected threshold,3,2,0.1,0.7836107554417413,0.7475728155339806,0.2524271844660194,78361.07554417413,227184.46601941748,21638.92445582587,672815.5339805825,305545.5415635916,0.2564628341266935
XGBoost — Full 16 Features,Validation-selected threshold,3,2,0.05,0.7836107554417413,0.7475728155339806,0.2524271844660194,39180.53777208707,239805.82524271845,10819.462227912934,710194.1747572816,278986.36301480554,0.1404388994096023
XGBoost — Full 16 Features,Validation-selected threshold,3,2,0.01,0.7836107554417413,0.7475728155339806,0.2524271844660194,7836.107554417413,249902.91262135922,2163.892445582587,740097.0873786408,257739.02017577665,0.03040326431392976
XGBoost — Full 16 Features,Validation-selected threshold,3,2,0.005,0.7836107554417413,0.7475728155339806,0.2524271844660194,3918.0537772087064,251165.0485436893,1081.9462227912934,743834.9514563107,255083.102320898,0.01535991110959495
XGBoost — Full 16 Features,Validation-selected threshold,3,2,0.001,0.7836107554417413,0.7475728155339806,0.2524271844660194,783.6107554417413,252174.7572815534,216.3892445582587,746825.2427184467,252958.36803699515,0.0030977854637611285
XGBoost — URL-Only Features,Default threshold,3,2,0.5,1.0,0.009708737864077669,0.9902912621359223,500000.0,495145.63106796116,0.0,4854.368932038835,995145.6310679612,0.5024390243902439
XGBoost — URL-Only Features,Default threshold,3,2,0.1,1.0,0.009708737864077669,0.9902912621359223,100000.0,891262.1359223301,0.0,8737.864077669903,991262.1359223301,0.10088148873653281
XGBoost — URL-Only Features,Default threshold,3,2,0.05,1.0,0.009708737864077669,0.9902912621359223,50000.0,940776.6990291262,0.0,9223.300970873786,990776.6990291262,0.05046545810877021
XGBoost — URL-Only Features,Default threshold,3,2,0.01,1.0,0.009708737864077669,0.9902912621359223,10000.0,980388.3495145631,0.0,9611.650485436892,990388.3495145631,0.010097049308891284
XGBoost — URL-Only Features,Default threshold,3,2,0.005,1.0,0.009708737864077669,0.9902912621359223,5000.0,985339.8058252428,0.0,9660.19417475728,990339.8058252428,0.005048772119013774
XGBoost — URL-Only Features,Default threshold,3,2,0.001,1.0,0.009708737864077669,0.9902912621359223,1000.0,989300.9708737864,0.0,9699.02912621359,990300.9708737864,0.001009794021627239
XGBoost — URL-Only Features,Validation-selected threshold,3,2,0.5,0.6069142125480154,0.970873786407767,0.029126213592232997,303457.1062740077,14563.106796116499,196542.89372599233,485436.8932038835,318020.2130701242,0.9542069774259748
XGBoost — URL-Only Features,Validation-selected threshold,3,2,0.1,0.6069142125480154,0.970873786407767,0.029126213592232997,60691.421254801535,26213.5922330097,39308.578745198465,873786.4077669902,86905.01348781123,0.6983650173797367
XGBoost — URL-Only Features,Validation-selected threshold,3,2,0.05,0.6069142125480154,0.970873786407767,0.029126213592232997,30345.710627400767,27669.902912621346,19654.289372599233,922330.0970873786,58015.61354002211,0.5230610998617943
XGBoost — URL-Only Features,Validation-selected threshold,3,2,0.01,0.6069142125480154,0.970873786407767,0.029126213592232997,6069.1421254801535,28834.951456310668,3930.8578745198465,961165.0485436893,34904.09358179082,0.17388052525295702
XGBoost — URL-Only Features,Validation-selected threshold,3,2,0.005,0.6069142125480154,0.970873786407767,0.029126213592232997,3034.5710627400767,28980.58252427183,1965.4289372599233,966019.4174757282,32015.153587011908,0.09478546009447099
XGBoost — URL-Only Features,Validation-selected threshold,3,2,0.001,0.6069142125480154,0.970873786407767,0.029126213592232997,606.9142125480154,29097.087378640765,393.08578745198463,969902.9126213592,29704.00159118878,0.020432069082841918
XGBoost — Full 16 Features,Default threshold,3,3,0.5,0.9907038512616202,0.14814814814814814,0.8518518518518519,495351.9256308101,425925.92592592596,4648.074369189903,74074.07407407407,921277.851556736,0.537679186353808
XGBoost — Full 16 Features,Default threshold,3,3,0.1,0.9907038512616202,0.14814814814814814,0.8518518518518519,99070.38512616201,766666.6666666666,929.6148738379806,133333.3333333333,865737.0517928286,0.11443472925295291
XGBoost — Full 16 Features,Default threshold,3,3,0.05,0.9907038512616202,0.14814814814814814,0.8518518518518519,49535.19256308101,809259.2592592592,464.8074369189903,140740.74074074073,858794.4518223403,0.057679916839202414
XGBoost — Full 16 Features,Default threshold,3,3,0.01,0.9907038512616202,0.14814814814814814,0.8518518518518519,9907.038512616202,843333.3333333334,92.96148738379806,146666.66666666666,853240.3718459496,0.011611075658765117
XGBoost — Full 16 Features,Default threshold,3,3,0.005,0.9907038512616202,0.14814814814814814,0.8518518518518519,4953.519256308101,847592.5925925926,46.48074369189903,147407.4074074074,852546.1118489007,0.005810265494690366
XGBoost — Full 16 Features,Default threshold,3,3,0.001,0.9907038512616202,0.14814814814814814,0.8518518518518519,990.7038512616202,851000.0,9.296148738379806,148000.0,851990.7038512616,0.0011628106348852544
XGBoost — Full 16 Features,Validation-selected threshold,3,3,0.5,0.7689243027888446,0.8333333333333334,0.16666666666666663,384462.1513944223,83333.33333333331,115537.8486055777,416666.6666666667,467795.4847277556,0.8218594748048261
XGBoost — Full 16 Features,Validation-selected threshold,3,3,0.1,0.7689243027888446,0.8333333333333334,0.16666666666666663,76892.43027888447,149999.99999999997,23107.56972111554,750000.0,226892.43027888442,0.3388937664618087
XGBoost — Full 16 Features,Validation-selected threshold,3,3,0.05,0.7689243027888446,0.8333333333333334,0.16666666666666663,38446.21513944223,158333.33333333328,11553.78486055777,791666.6666666667,196779.54847277552,0.19537708790281766
XGBoost — Full 16 Features,Validation-selected threshold,3,3,0.01,0.7689243027888446,0.8333333333333334,0.16666666666666663,7689.243027888446,164999.99999999997,2310.7569721115538,825000.0,172689.2430278884,0.044526473641711854
XGBoost — Full 16 Features,Validation-selected threshold,3,3,0.005,0.7689243027888446,0.8333333333333334,0.16666666666666663,3844.621513944223,165833.33333333328,1155.3784860557769,829166.6666666667,169677.95484727752,0.022658344258125112
XGBoost — Full 16 Features,Validation-selected threshold,3,3,0.001,0.7689243027888446,0.8333333333333334,0.16666666666666663,768.9243027888446,166499.99999999997,231.0756972111554,832500.0,167268.92430278883,0.004596934583000869
XGBoost — URL-Only Features,Default threshold,3,3,0.5,1.0,0.0,1.0,500000.0,500000.0,0.0,0.0,1000000.0,0.5
XGBoost — URL-Only Features,Default threshold,3,3,0.1,1.0,0.0,1.0,100000.0,900000.0,0.0,0.0,1000000.0,0.1
XGBoost — URL-Only Features,Default threshold,3,3,0.05,1.0,0.0,1.0,50000.0,950000.0,0.0,0.0,1000000.0,0.05
XGBoost — URL-Only Features,Default threshold,3,3,0.01,1.0,0.0,1.0,10000.0,990000.0,0.0,0.0,1000000.0,0.01
XGBoost — URL-Only Features,Default threshold,3,3,0.005,1.0,0.0,1.0,5000.0,995000.0,0.0,0.0,1000000.0,0.005
XGBoost — URL-Only Features,Default threshold,3,3,0.001,1.0,0.0,1.0,1000.0,999000.0,0.0,0.0,1000000.0,0.001
XGBoost — URL-Only Features,Validation-selected threshold,3,3,0.5,0.6746347941567065,0.9722222222222222,0.02777777777777779,337317.3970783532,13888.888888888896,162682.60292164676,486111.1111111111,351206.2859672421,0.9604537576807941
XGBoost — URL-Only Features,Validation-selected threshold,3,3,0.1,0.6746347941567065,0.9722222222222222,0.02777777777777779,67463.47941567065,25000.00000000001,32536.520584329355,875000.0,92463.47941567066,0.7296229802513464
XGBoost — URL-Only Features,Validation-selected threshold,3,3,0.05,0.6746347941567065,0.9722222222222222,0.02777777777777779,33731.739707835324,26388.8888888889,16268.260292164678,923611.1111111111,60120.62859672423,0.561067648412333
XGBoost — URL-Only Features,Validation-selected threshold,3,3,0.01,0.6746347941567065,0.9722222222222222,0.02777777777777779,6746.3479415670645,27500.00000000001,3253.6520584329355,962500.0,34246.34794156707,0.19699466795928253
XGBoost — URL-Only Features,Validation-selected threshold,3,3,0.005,0.6746347941567065,0.9722222222222222,0.02777777777777779,3373.1739707835322,27638.8888888889,1626.8260292164678,967361.1111111111,31012.062859672435,0.10876973860290833
XGBoost — URL-Only Features,Validation-selected threshold,3,3,0.001,0.6746347941567065,0.9722222222222222,0.02777777777777779,674.6347941567064,27750.00000000001,325.36520584329355,971250.0,28424.63479415672,0.023734158733866716
XGBoost — Full 16 Features,Default threshold,3,4,0.5,0.9908735332464146,0.16260162601626016,0.8373983739837398,495436.7666232073,418699.18699186994,4563.233376792708,81300.81300813008,914135.9536150773,0.5419727390263275
XGBoost — Full 16 Features,Default threshold,3,4,0.1,0.9908735332464146,0.16260162601626016,0.8373983739837398,99087.35332464146,753658.5365853659,912.6466753585416,146341.46341463414,852745.8899100074,0.11619798406193248
XGBoost — Full 16 Features,Default threshold,3,4,0.05,0.9908735332464146,0.16260162601626016,0.8373983739837398,49543.67666232073,795528.4552845529,456.3233376792708,154471.54471544715,845072.1319468736,0.058626565460373446
XGBoost — Full 16 Features,Default threshold,3,4,0.01,0.9908735332464146,0.16260162601626016,0.8373983739837398,9908.735332464146,829024.3902439025,91.26466753585416,160975.60975609755,838933.1255763666,0.011811114653097783
XGBoost — Full 16 Features,Default threshold,3,4,0.005,0.9908735332464146,0.16260162601626016,0.8373983739837398,4954.367666232073,833211.3821138211,45.63233376792708,161788.61788617886,838165.7497800532,0.005910964111253855
XGBoost — Full 16 Features,Default threshold,3,4,0.001,0.9908735332464146,0.16260162601626016,0.8373983739837398,990.8735332464146,836560.9756097561,9.126466753585415,162439.0243902439,837551.8491430025,0.0011830593344881197
XGBoost — Full 16 Features,Validation-selected threshold,3,4,0.5,0.7601043024771839,0.7560975609756098,0.24390243902439024,380052.15123859193,121951.21951219512,119947.84876140807,378048.7804878049,502003.3707507871,0.7570709150223291
XGBoost — Full 16 Features,Validation-selected threshold,3,4,0.1,0.7601043024771839,0.7560975609756098,0.24390243902439024,76010.43024771838,219512.19512195123,23989.569752281615,680487.8048780488,295522.62536966964,0.25720680490245657
XGBoost — Full 16 Features,Validation-selected threshold,3,4,0.05,0.7601043024771839,0.7560975609756098,0.24390243902439024,38005.21512385919,231707.31707317074,11994.784876140808,718292.6829268293,269712.5321970299,0.1409100823542589
XGBoost — Full 16 Features,Validation-selected threshold,3,4,0.01,0.7601043024771839,0.7560975609756098,0.24390243902439024,7601.043024771839,241463.41463414635,2398.9569752281614,748536.5853658536,249064.4576589182,0.030518377034675505
XGBoost — Full 16 Features,Validation-selected threshold,3,4,0.005,0.7601043024771839,0.7560975609756098,0.24390243902439024,3800.5215123859193,242682.92682926828,1199.4784876140807,752317.0731707317,246483.4483416542,0.015418972502843123
XGBoost — Full 16 Features,Validation-selected threshold,3,4,0.001,0.7601043024771839,0.7560975609756098,0.24390243902439024,760.1043024771839,243658.53658536586,239.89569752281614,755341.4634146341,244418.64088784304,0.003109845876387042
XGBoost — URL-Only Features,Default threshold,3,4,0.5,0.9986962190352021,0.008130081300813009,0.991869918699187,499348.1095176011,495934.9593495935,651.8904823989425,4065.0406504065045,995283.0688671946,0.5017146630314391
XGBoost — URL-Only Features,Default threshold,3,4,0.1,0.9986962190352021,0.008130081300813009,0.991869918699187,99869.62190352021,892682.9268292682,130.3780964797885,7317.073170731708,992552.5487327884,0.10061897683001846
XGBoost — URL-Only Features,Default threshold,3,4,0.05,0.9986962190352021,0.008130081300813009,0.991869918699187,49934.810951760104,942276.4227642276,65.18904823989425,7723.577235772358,992211.2337159878,0.05032679459266587
XGBoost — URL-Only Features,Default threshold,3,4,0.01,0.9986962190352021,0.008130081300813009,0.991869918699187,9986.962190352022,981951.2195121951,13.037809647978849,8048.780487804879,991938.1817025471,0.010068129621959462
XGBoost — URL-Only Features,Default threshold,3,4,0.005,0.9986962190352021,0.008130081300813009,0.991869918699187,4993.481095176011,986910.569105691,6.518904823989424,8089.430894308944,991904.050200867,0.005034238033572702
XGBoost — URL-Only Features,Default threshold,3,4,0.001,0.9986962190352021,0.008130081300813009,0.991869918699187,998.6962190352021,990878.0487804877,1.3037809647978849,8121.951219512196,991876.7449995229,0.0010068753240461167
XGBoost — URL-Only Features,Validation-selected threshold,3,4,0.5,0.6636245110821382,0.9186991869918699,0.08130081300813008,331812.2555410691,40650.40650406504,168187.74445893092,459349.59349593497,372462.6620451341,0.8908604522105383
XGBoost — URL-Only Features,Validation-selected threshold,3,4,0.1,0.6636245110821382,0.9186991869918699,0.08130081300813008,66362.45110821382,73170.73170731707,33637.54889178619,826829.268292683,139533.1828155309,0.47560336379589324
XGBoost — URL-Only Features,Validation-selected threshold,3,4,0.05,0.6636245110821382,0.9186991869918699,0.08130081300813008,33181.22555410691,77235.77235772357,16818.774445893094,872764.2276422764,110416.99791183049,0.30050831105372544
XGBoost — URL-Only Features,Validation-selected threshold,3,4,0.01,0.6636245110821382,0.9186991869918699,0.08130081300813008,6636.245110821382,80487.80487804877,3363.754889178618,909512.1951219512,87124.04998887016,0.07617007142883214
XGBoost — URL-Only Features,Validation-selected threshold,3,4,0.005,0.6636245110821382,0.9186991869918699,0.08130081300813008,3318.122555410691,80894.30894308943,1681.877444589309,914105.6910569106,84212.43149850013,0.03940181391710307
XGBoost — URL-Only Features,Validation-selected threshold,3,4,0.001,0.6636245110821382,0.9186991869918699,0.08130081300813008,663.6245110821382,81219.51219512195,336.37548891786184,917780.487804878,81883.13670620408,0.008104532114630839
XGBoost — Full 16 Features,Default threshold,3,5,0.5,0.9882659713168188,0.19801980198019803,0.801980198019802,494132.9856584094,400990.099009901,5867.014341590593,99009.90099009902,895123.0846683104,0.5520279770703393
XGBoost — Full 16 Features,Default threshold,3,5,0.1,0.9882659713168188,0.19801980198019803,0.801980198019802,98826.59713168188,721782.1782178219,1173.4028683181186,178217.82178217822,820608.7753495037,0.12043083147580387
XGBoost — Full 16 Features,Default threshold,3,5,0.05,0.9882659713168188,0.19801980198019803,0.801980198019802,49413.29856584094,761881.1881188119,586.7014341590593,188118.81188118813,811294.4866846529,0.06090673531847592
XGBoost — Full 16 Features,Default threshold,3,5,0.01,0.9882659713168188,0.19801980198019803,0.801980198019802,9882.659713168188,793960.396039604,117.34028683181185,196039.60396039605,803843.0557527721,0.012294265208167293
XGBoost — Full 16 Features,Default threshold,3,5,0.005,0.9882659713168188,0.19801980198019803,0.801980198019802,4941.329856584094,797970.297029703,58.670143415905926,197029.70297029705,802911.6268862871,0.006154263671266916
XGBoost — Full 16 Features,Default threshold,3,5,0.001,0.9882659713168188,0.19801980198019803,0.801980198019802,988.2659713168188,801178.2178217822,11.734028683181187,197821.78217821784,802166.4837930991,0.0012319960896941687
XGBoost — Full 16 Features,Validation-selected threshold,3,5,0.5,0.864406779661017,0.6732673267326733,0.3267326732673267,432203.3898305085,163366.33663366333,67796.61016949151,336633.66336633667,595569.7264641719,0.7256973795435334
XGBoost — Full 16 Features,Validation-selected threshold,3,5,0.1,0.864406779661017,0.6732673267326733,0.3267326732673267,86440.67796610169,294059.40594059404,13559.322033898303,605940.594059406,380500.0839066957,0.22717650172003176
XGBoost — Full 16 Features,Validation-selected threshold,3,5,0.05,0.864406779661017,0.6732673267326733,0.3267326732673267,43220.338983050846,310396.03960396035,6779.661016949151,639603.9603960396,353616.3785870112,0.1222238041002278
XGBoost — Full 16 Features,Validation-selected threshold,3,5,0.01,0.864406779661017,0.6732673267326733,0.3267326732673267,8644.06779661017,323465.34653465345,1355.9322033898302,666534.6534653465,332109.41433126363,0.02602777104050449
XGBoost — Full 16 Features,Validation-selected threshold,3,5,0.005,0.864406779661017,0.6732673267326733,0.3267326732673267,4322.033898305085,325099.00990099006,677.9661016949151,669900.9900990099,329421.04379929515,0.013120090472842866
XGBoost — Full 16 Features,Validation-selected threshold,3,5,0.001,0.864406779661017,0.6732673267326733,0.3267326732673267,864.406779661017,326405.94059405936,135.59322033898303,672594.0594059406,327270.3473737204,0.002641262144883305
XGBoost — URL-Only Features,Default threshold,3,5,0.5,0.9960886571056062,0.019801980198019802,0.9801980198019802,498044.32855280314,490099.0099009901,1955.6714471968828,9900.990099009901,988143.3384537932,0.5040203269822401
XGBoost — URL-Only Features,Default threshold,3,5,0.1,0.9960886571056062,0.019801980198019802,0.9801980198019802,99608.86571056063,882178.2178217821,391.1342894393766,17821.78217821782,981787.0835323427,0.10145668789222693
XGBoost — URL-Only Features,Default threshold,3,5,0.05,0.9960886571056062,0.019801980198019802,0.9801980198019802,49804.43285528031,931188.1188118812,195.5671447196883,18811.881188118812,980992.5516671615,0.0507694301762429
XGBoost — URL-Only Features,Default threshold,3,5,0.01,0.9960886571056062,0.019801980198019802,0.9801980198019802,9960.886571056062,970396.0396039604,39.113428943937656,19603.960396039605,980356.9261750164,0.010160469422009074
XGBoost — URL-Only Features,Default threshold,3,5,0.005,0.9960886571056062,0.019801980198019802,0.9801980198019802,4980.443285528031,975297.0297029703,19.556714471968828,19702.970297029704,980277.4729884983,0.005080646472824198
XGBoost — URL-Only Features,Default threshold,3,5,0.001,0.9960886571056062,0.019801980198019802,0.9801980198019802,996.0886571056062,979217.8217821782,3.9113428943937656,19782.178217821784,980213.9104392838,0.0010161951860683228
XGBoost — URL-Only Features,Validation-selected threshold,3,5,0.5,0.6701434159061278,0.9405940594059405,0.05940594059405946,335071.7079530639,29702.97029702973,164928.2920469361,470297.0297029703,364774.6782500936,0.9185717318989313
XGBoost — URL-Only Features,Validation-selected threshold,3,5,0.1,0.6701434159061278,0.9405940594059405,0.05940594059405946,67014.34159061278,53465.346534653516,32985.65840938722,846534.6534653464,120479.68812526629,0.5562293747053527
XGBoost — URL-Only Features,Validation-selected threshold,3,5,0.05,0.6701434159061278,0.9405940594059405,0.05940594059405946,33507.17079530639,56435.643564356484,16492.82920469361,893564.3564356435,89942.81435966288,0.3725386072679256
XGBoost — URL-Only Features,Validation-selected threshold,3,5,0.01,0.6701434159061278,0.9405940594059405,0.05940594059405946,6701.4341590612785,58811.88118811887,3298.565840938722,931188.1188118812,65513.31534718015,0.10229117735147142
XGBoost — URL-Only Features,Validation-selected threshold,3,5,0.005,0.6701434159061278,0.9405940594059405,0.05940594059405946,3350.7170795306392,59108.91089108916,1649.282920469361,935891.0891089109,62459.6279706198,0.05364612612016795
XGBoost — URL-Only Features,Validation-selected threshold,3,5,0.001,0.6701434159061278,0.9405940594059405,0.05940594059405946,670.1434159061278,59346.5346534654,329.8565840938722,939653.4653465346,60016.67806937153,0.011165953156079857
